order_id,order_date,customer_id,order_revenue,order_cogs,gross_margin
ORD000171,2024-01-06,C0005,20605.98,14884.30,5721.68
ORD000172,2025-09-21,C0005,10101.11,6607.97,3493.14
ORD000173,2025-08-26,C0005,12701.83,9489.54,3212.30
ORD000174,2025-05-27,C0005,10870.80,6382.50,4488.30
ORD000175,2025-01-01,C0005,25444.06,15455.10,9988.96
ORD000176,2025-07-16,C0005,14101.47,8878.19,5223.28
ORD000177,2025-12-26,C0005,17600.52,13346.56,4253.96
ORD000178,2025-07-03,C0005,13755.44,7747.46,6007.98
ORD000179,2026-11-24,C0005,6933.01,4752.54,2180.47
ORD000180,2026-02-06,C0005,10094.29,6393.79,3700.50
ORD000181,2026-02-28,C0005,7544.71,4515.02,3029.69
ORD000182,2026-11-27,C0005,7184.31,4178.44,3005.87
ORD000183,2026-06-01,C0005,7404.22,5860.88,1543.34
ORD000184,2026-09-01,C0005,7108.96,5259.45,1849.50
ORD000185,2026-08-08,C0005,7962.87,5462.37,2500.50
ORD000186,2026-12-03,C0005,7632.08,5174.64,2457.44
ORD000187,2026-12-23,C0005,5570.52,3709.13,1861.39
ORD000188,2026-11-07,C0005,6140.44,3461.57,2678.88
ORD000189,2026-08-11,C0005,7392.31,5799.33,1592.98
ORD000190,2026-01-04,C0005,4836.30,3800.27,1036.03
ORD000191,2026-05-15,C0005,7482.77,5134.51,2348.26
ORD000192,2026-09-18,C0005,9256.69,7021.56,2235.13
ORD000193,2026-05-22,C0005,4182.61,3282.26,900.36
ORD000194,2026-10-24,C0005,10647.06,6214.44,4432.62
ORD000195,2026-01-27,C0005,7809.35,4766.90,3042.45
ORD000196,2026-03-22,C0005,10606.35,6692.22,3914.14
ORD000197,2026-04-11,C0005,4535.46,3170.68,1364.78
ORD000198,2026-07-15,C0005,5678.85,3813.90,1864.95
ORD000199,2026-06-14,C0005,8940.90,6772.58,2168.31
ORD000200,2024-02-04,C0006,31889.04,20601.46,11287.58
ORD000201,2024-06-25,C0006,32388.76,25232.62,7156.13
ORD000202,2024-03-14,C0006,41357.79,23453.68,17904.11
ORD000203,2024-08-04,C0006,32514.34,19968.63,12545.71
ORD000204,2025-12-10,C0006,4504.23,2740.36,1763.86
ORD000205,2025-10-17,C0006,4980.57,2865.52,2115.05
ORD000206,2025-12-06,C0006,11622.72,8749.75,2872.97
ORD000207,2025-04-01,C0006,9653.43,6476.43,3176.99
ORD000208,2025-02-18,C0006,10158.09,6134.28,4023.81
ORD000209,2025-01-05,C0006,6812.19,4778.48,2033.72
ORD000210,2025-09-10,C0006,6126.89,4268.50,1858.39
ORD000211,2025-11-13,C0006,9417.96,6787.19,2630.77
ORD000212,2025-08-13,C0006,6429.96,4950.81,1479.15
ORD000213,2025-09-01,C0006,7333.94,4812.59,2521.35
ORD000214,2025-06-07,C0006,7835.26,6036.12,1799.14
ORD000215,2025-07-16,C0006,6169.25,3413.32,2755.93
ORD000216,2025-04-07,C0006,5790.28,3606.82,2183.46
ORD000217,2025-08-05,C0006,5516.68,3413.40,2103.29
ORD000218,2025-05-01,C0006,12177.60,8262.96,3914.65
ORD000219,2025-01-16,C0006,7506.03,5593.82,1912.21
ORD000220,2025-11-15,C0006,10434.85,6006.64,4428.22
ORD000221,2025-12-06,C0006,8518.28,6450.29,2067.99
ORD000222,2025-07-28,C0006,11817.22,9296.80,2520.42
ORD000223,2025-01-02,C0006,6535.41,5223.20,1312.20
ORD000224,2025-12-18,C0006,6744.42,4903.05,1841.38
ORD000225,2025-02-08,C0006,11390.21,8320.64,3069.57
ORD000226,2025-02-27,C0006,7162.25,4814.47,2347.78
ORD000227,2026-02-28,C0006,81460.29,64219.82,17240.46
ORD000228,2026-10-06,C0006,85925.51,57437.01,28488.50
ORD000229,2026-09-20,C0006,81132.29,45388.39,35743.91
ORD000230,2026-05-02,C0006,45646.86,29049.07,16597.79
ORD000231,2024-12-26,C0007,10708.80,7807.83,2900.97
ORD000232,2024-04-04,C0007,11489.30,6426.04,5063.27
ORD000233,2024-12-12,C0007,9997.42,6482.19,3515.23
ORD000234,2024-05-04,C0007,9013.77,5306.17,3707.60
ORD000235,2024-06-09,C0007,6291.03,4772.31,1518.72
ORD000236,2024-11-06,C0007,4910.39,3036.13,1874.26
ORD000237,2024-02-25,C0007,9439.68,7295.38,2144.30
ORD000238,2024-02-06,C0007,9415.67,5680.27,3735.39
ORD000239,2024-01-18,C0007,10417.22,7013.80,3403.42
ORD000240,2024-12-03,C0007,8667.69,5458.32,3209.36
ORD000241,2024-12-07,C0007,9106.64,6938.64,2168.00
ORD000242,2024-11-23,C0007,9656.22,7020.32,2635.90
ORD000243,2024-11-28,C0007,8981.23,6953.97,2027.26
ORD000244,2025-03-05,C0007,11365.23,8829.82,2535.41
ORD000245,2025-01-12,C0007,30453.61,17046.60,13407.01
ORD000246,2025-01-06,C0007,10733.36,6408.91,4324.45
ORD000247,2025-03-21,C0007,23048.55,16257.54,6791.01
ORD000248,2025-02-22,C0007,26484.74,19951.03,6533.72
ORD000249,2025-10-06,C0007,15257.44,9222.79,6034.65
ORD000250,2026-11-13,C0007,9078.80,7159.03,1919.77
ORD000251,2026-11-20,C0007,6556.85,4791.15,1765.70
ORD000252,2026-11-28,C0007,7476.12,5181.06,2295.06
ORD000253,2026-01-11,C0007,7807.41,5001.59,2805.82
ORD000254,2026-11-13,C0007,6082.48,3928.27,2154.20
ORD000255,2026-04-20,C0007,10991.61,8268.10,2723.51
ORD000256,2026-07-10,C0007,8257.56,5635.23,2622.32
ORD000257,2026-01-05,C0007,12173.37,8918.46,3254.91
ORD000258,2026-04-26,C0007,15175.12,9461.92,5713.19
ORD000259,2026-03-09,C0007,9108.27,5781.87,3326.39
ORD000260,2026-11-01,C0007,9442.05,6044.51,3397.55
ORD000261,2026-04-16,C0007,8139.53,5147.03,2992.50
ORD000262,2026-01-18,C0007,8819.11,5629.42,3189.69
ORD000263,2026-10-18,C0007,9204.18,5136.11,4068.07
ORD000264,2026-01-28,C0007,14820.97,8391.10,6429.87
ORD000265,2026-09-10,C0007,6114.27,3681.87,2432.40
ORD000266,2024-12-27,C0008,14943.91,11933.55,3010.36
ORD000267,2024-12-12,C0008,8136.44,5966.05,2170.39
ORD000268,2024-01-04,C0008,17847.74,10271.26,7576.48
ORD000269,2024-08-10,C0008,8803.51,5361.02,3442.49
ORD000270,2024-10-19,C0008,16858.49,9796.96,7061.54
ORD000271,2024-06-02,C0008,8604.10,5671.56,2932.54
ORD000272,2024-08-05,C0008,17473.92,13926.00,3547.92
ORD000273,2024-03-20,C0008,10728.31,7407.64,3320.67
ORD000274,2024-03-13,C0008,17285.91,12698.20,4587.71
ORD000275,2025-08-09,C0008,7874.50,4362.81,3511.70
ORD000276,2025-01-19,C0008,5835.08,4271.51,1563.58
ORD000277,2025-04-08,C0008,5111.16,2828.97,2282.19
ORD000278,2025-12-27,C0008,5945.79,3682.93,2262.86
ORD000279,2025-09-21,C0008,3331.11,2535.01,796.10
ORD000280,2025-07-05,C0008,8656.34,6586.58,2069.76
ORD000281,2025-06-21,C0008,4298.56,3210.81,1087.75
ORD000282,2025-04-01,C0008,8140.63,5634.15,2506.48
ORD000283,2025-11-11,C0008,6122.01,4305.29,1816.72
ORD000284,2025-01-12,C0008,4480.88,2798.19,1682.69
ORD000285,2025-12-22,C0008,3064.85,1786.97,1277.88
ORD000286,2025-11-03,C0008,3059.21,1796.50,1262.71
ORD000287,2025-10-10,C0008,7192.95,5514.18,1678.77
ORD000288,2025-10-07,C0008,7476.40,4802.77,2673.63
ORD000289,2025-07-24,C0008,8504.92,4736.17,3768.75
ORD000290,2025-09-23,C0008,3920.51,2179.52,1740.99
ORD000291,2025-02-04,C0008,4963.35,3622.01,1341.34
ORD000292,2025-05-24,C0008,4594.19,2702.39,1891.80
ORD000293,2025-02-15,C0008,6406.13,3794.52,2611.61
ORD000294,2025-04-24,C0008,8079.05,5343.78,2735.27
ORD000295,2025-11-21,C0008,6895.33,4218.95,2676.38
ORD000296,2025-12-17,C0008,5114.73,3176.15,1938.58
ORD000297,2025-11-10,C0008,5373.47,3823.61,1549.86
ORD000298,2026-06-04,C0008,7102.09,4979.74,2122.35
ORD000299,2026-04-02,C0008,12459.59,9348.73,3110.87
ORD000300,2026-11-10,C0008,9029.76,5432.34,3597.42
ORD000301,2026-04-03,C0008,9696.08,6881.13,2814.95
ORD000302,2026-03-03,C0008,8699.50,5179.37,3520.14
ORD000303,2026-06-14,C0008,10540.70,6880.31,3660.39
ORD000304,2026-08-08,C0008,7833.07,4887.18,2945.89
ORD000305,2026-05-10,C0008,4273.60,2690.38,1583.23
ORD000306,2026-04-20,C0008,8430.11,6134.57,2295.54
ORD000307,2026-07-11,C0008,11533.76,7706.14,3827.62
ORD000308,2026-01-22,C0008,6505.25,3774.54,2730.71
ORD000309,2026-05-21,C0008,6541.87,3865.91,2675.96
ORD000310,2026-03-18,C0008,6356.63,4978.22,1378.41
ORD000311,2026-09-05,C0008,9997.52,5814.90,4182.63
ORD000312,2026-05-14,C0008,7372.84,5672.04,1700.80
ORD000313,2026-09-14,C0008,9037.39,5036.19,4001.20
ORD000314,2026-12-18,C0008,4277.11,3265.20,1011.90
ORD000315,2026-03-15,C0008,7525.41,5771.92,1753.49
ORD000316,2026-12-27,C0008,7234.50,5325.45,1909.05
ORD000317,2026-08-25,C0008,6539.51,5104.70,1434.81
ORD000318,2026-12-23,C0008,6114.75,4337.38,1777.38
ORD000319,2026-10-13,C0008,4283.33,3395.49,887.84
ORD000320,2024-10-18,C0009,7472.65,5886.09,1586.56
ORD000321,2024-12-07,C0009,6314.11,4489.38,1824.73
ORD000322,2024-01-25,C0009,7604.91,4363.80,3241.11
ORD000323,2024-07-05,C0009,4339.86,2966.27,1373.59
ORD000324,2024-08-03,C0009,7907.00,4846.63,3060.37
ORD000325,2024-10-25,C0009,5240.25,3358.24,1882.01
ORD000326,2024-05-03,C0009,5965.13,4765.15,1199.98
ORD000327,2024-11-17,C0009,7071.64,5642.88,1428.76
ORD000328,2024-03-18,C0009,3283.27,1816.42,1466.85
ORD000329,2024-11-11,C0009,3156.47,1777.40,1379.07
ORD000330,2024-03-27,C0009,4139.39,2990.16,1149.23
ORD000331,2024-09-20,C0009,8175.22,5133.64,3041.58
ORD000332,2024-08-04,C0009,5555.81,4175.70,1380.11
ORD000333,2024-02-22,C0009,4761.64,3674.26,1087.38
ORD000334,2024-02-19,C0009,7318.99,4335.03,2983.96
ORD000335,2024-10-01,C0009,7654.01,4383.74,3270.27
ORD000336,2024-04-02,C0009,7633.41,5724.34,1909.06
ORD000337,2024-02-17,C0009,3713.01,2629.87,1083.14
ORD000338,2024-08-05,C0009,3924.00,2695.92,1228.08
ORD000339,2024-01-08,C0009,3790.77,2581.24,1209.53
ORD000340,2024-12-19,C0009,6365.42,3517.26,2848.17
ORD000341,2024-12-13,C0009,3900.99,2180.98,1720.02
ORD000342,2024-08-14,C0009,4663.49,2696.36,1967.13
ORD000343,2024-03-17,C0009,3108.34,1880.65,1227.69
ORD000344,2025-08-01,C0009,6166.42,4037.05,2129.38
ORD000345,2025-12-19,C0009,3744.75,2068.87,1675.88
ORD000346,2025-10-25,C0009,3844.68,2310.86,1533.83
ORD000347,2025-10-14,C0009,7901.19,5600.64,2300.55
ORD000348,2025-08-13,C0009,5306.63,3511.01,1795.62
ORD000349,2025-09-14,C0009,5263.42,3485.65,1777.77
ORD000350,2025-02-28,C0009,6390.80,4690.02,1700.77
ORD000351,2025-01-02,C0009,8132.65,5272.99,2859.67
ORD000352,2025-11-28,C0009,8605.32,4863.30,3742.02
ORD000353,2025-01-22,C0009,9215.90,7280.75,1935.15
ORD000354,2025-07-25,C0009,10049.99,5563.06,4486.93
ORD000355,2025-10-26,C0009,6344.75,4696.67,1648.08
ORD000356,2025-01-22,C0009,4195.38,3017.15,1178.23
ORD000357,2025-09-01,C0009,4127.24,3083.10,1044.14
ORD000358,2025-08-01,C0009,8489.95,6191.00,2298.95
ORD000359,2025-08-04,C0009,6463.33,4045.88,2417.45
ORD000360,2025-08-09,C0009,8701.63,6230.64,2470.99
ORD000361,2025-01-06,C0009,6366.04,4521.60,1844.44
ORD000362,2025-12-10,C0009,6413.97,4018.94,2395.03
ORD000363,2025-04-22,C0009,6625.72,5082.55,1543.17
ORD000364,2025-11-10,C0009,4488.43,3133.99,1354.44
ORD000365,2025-06-11,C0009,9372.20,7379.74,1992.45
ORD000366,2025-09-25,C0009,10621.35,7252.36,3368.99
ORD000367,2025-06-21,C0009,8863.37,5650.28,3213.09
ORD000368,2026-11-16,C0009,9740.87,5421.07,4319.81
ORD000369,2026-02-01,C0009,9380.95,6339.79,3041.16
ORD000370,2026-02-10,C0009,16408.20,10417.62,5990.58
ORD000371,2026-12-27,C0009,8106.97,6310.13,1796.84
ORD000372,2026-09-16,C0009,7165.26,5106.06,2059.20
ORD000373,2026-05-25,C0009,11766.76,8672.56,3094.20
ORD000374,2026-10-02,C0009,15044.27,10801.34,4242.93
ORD000375,2026-08-22,C0009,14578.34,8403.64,6174.70
ORD000376,2026-11-15,C0009,11316.80,6404.76,4912.04
ORD000377,2026-03-02,C0009,9937.91,6795.53,3142.38
ORD000378,2026-03-05,C0009,15937.50,12228.08,3709.42
ORD000379,2026-09-05,C0009,9614.10,7123.94,2490.16
ORD000380,2026-04-17,C0009,6109.46,4167.16,1942.30
ORD000381,2026-04-28,C0009,17184.86,13252.58,3932.28
ORD000382,2026-06-08,C0009,11725.06,9378.14,2346.92
ORD000383,2026-04-11,C0009,10959.24,7618.68,3340.56
ORD000384,2026-11-12,C0009,17404.08,10658.94,6745.14
ORD000385,2026-08-20,C0009,13903.82,10560.38,3343.44
ORD000386,2026-09-01,C0009,13842.28,8013.12,5829.16
ORD000387,2024-01-06,C0010,16189.45,11907.22,4282.23
ORD000388,2024-03-14,C0010,17812.33,11185.98,6626.35
ORD000389,2024-10-25,C0010,11612.49,8531.91,3080.58
ORD000390,2024-01-23,C0010,17881.20,9960.11,7921.09
ORD000391,2024-12-11,C0010,11189.28,7062.01,4127.27
ORD000392,2024-08-03,C0010,13404.71,10203.49,3201.22
ORD000393,2024-01-21,C0010,10988.25,8345.53,2642.71
ORD000394,2025-09-11,C0010,6096.31,3671.72,2424.60
ORD000395,2025-11-11,C0010,8410.01,5965.00,2445.01
ORD000396,2025-06-23,C0010,3810.32,2631.90,1178.42
ORD000397,2025-06-11,C0010,6898.83,4478.45,2420.38
ORD000398,2025-02-02,C0010,9130.62,5870.52,3260.10
ORD000399,2025-07-25,C0010,8652.79,6676.49,1976.30
ORD000400,2025-02-28,C0010,9561.33,5947.55,3613.78
ORD000401,2025-07-27,C0010,7656.29,4438.83,3217.46
ORD000402,2025-05-02,C0010,6465.98,4964.62,1501.36
ORD000403,2025-06-05,C0010,5562.41,3593.30,1969.11
ORD000404,2025-03-19,C0010,10174.65,8002.27,2172.38
ORD000405,2025-09-28,C0010,6326.65,4823.42,1503.23
ORD000406,2025-07-22,C0010,8456.58,5056.26,3400.32
ORD000407,2025-06-08,C0010,6201.88,3688.50,2513.38
ORD000408,2025-08-13,C0010,9978.72,5810.88,4167.83
ORD000409,2025-03-01,C0010,4189.52,3001.25,1188.27
ORD000410,2025-07-25,C0010,9253.63,5330.21,3923.42
ORD000411,2025-08-22,C0010,5945.78,3596.56,2349.22
ORD000412,2025-04-13,C0010,5576.18,3907.25,1668.93
ORD000413,2025-03-15,C0010,10619.65,8268.15,2351.50
ORD000414,2026-12-11,C0010,14302.24,10423.88,3878.35
ORD000415,2026-07-12,C0010,13445.16,8497.75,4947.41
ORD000416,2026-11-09,C0010,17875.65,14093.98,3781.67
ORD000417,2026-12-16,C0010,18682.25,14337.74,4344.51
ORD000418,2026-05-14,C0010,14055.24,9834.98,4220.26
ORD000419,2026-04-09,C0010,13783.36,8734.99,5048.37
ORD000420,2026-06-16,C0010,13799.86,10879.31,2920.56
ORD000421,2026-10-04,C0010,7378.17,4415.81,2962.36
ORD000422,2026-07-18,C0010,15760.34,11839.17,3921.17
ORD000423,2026-01-09,C0010,11433.29,8410.09,3023.19
ORD000424,2026-07-19,C0010,15811.70,10160.00,5651.70
ORD000425,2026-10-07,C0010,16342.09,12388.08,3954.01
ORD000426,2026-09-22,C0010,6815.57,4638.18,2177.39
ORD000427,2026-04-15,C0010,19311.75,12650.34,6661.41
ORD000428,2024-09-10,C0011,14488.46,10091.20,4397.27
ORD000429,2024-03-25,C0011,10965.68,8461.42,2504.26
ORD000430,2024-08-16,C0011,7369.66,5652.06,1717.60
ORD000431,2024-05-20,C0011,6000.83,3700.41,2300.42
ORD000432,2024-10-01,C0011,10632.11,8369.66,2262.46
ORD000433,2024-09-10,C0011,6761.46,4847.33,1914.13
ORD000434,2024-08-02,C0011,10428.86,6636.51,3792.35
ORD000435,2024-01-10,C0011,13266.65,7514.96,5751.69
