order_id,order_date,customer_id,order_revenue,order_cogs,gross_margin
O000070,2023-11-18,C0002,40539.12,31035.74,9503.37
O000071,2023-03-08,C0002,101432.6,76012.42,25420.18
O000072,2025-08-08,C0002,25473.92,19087.83,6386.09
O000073,2025-07-12,C0002,38922.17,30905.04,8017.13
O000074,2024-08-17,C0002,9390.37,7489.33,1901.03
O000075,2023-12-13,C0002,46567.75,35949.95,10617.79
O000076,2025-05-11,C0002,40017.73,30350.16,9667.57
O000077,2025-09-15,C0002,4676.02,4114.27,561.75
O000078,2025-07-12,C0002,26164.63,20719.55,5445.08
O000079,2023-08-30,C0002,3603.69,2743.36,860.33
O000080,2026-01-15,C0002,53424.21,42782.09,10642.12
O000081,2023-11-30,C0003,22327.08,18088.58,4238.5
O000082,2024-07-09,C0003,37181.62,31116.09,6065.53
O000083,2023-11-14,C0003,51156.43,40893.47,10262.96
O000084,2024-01-01,C0003,35492.83,25964.92,9527.91
O000085,2024-07-31,C0003,35104.77,28616.52,6488.25
O000086,2025-12-29,C0003,21251.38,15569.11,5682.28
O000087,2025-06-24,C0003,22811.02,17505.93,5305.09
O000088,2025-09-26,C0003,38798.29,30666.53,8131.77
O000089,2023-04-06,C0003,16520.76,12819.54,3701.23
O000090,2024-06-05,C0003,54631.42,43696.97,10934.44
O000091,2025-09-28,C0003,31284.66,23628.57,7656.09
O000092,2023-04-21,C0003,47398.94,37239.25,10159.69
O000093,2023-05-31,C0003,11793.91,8370.07,3423.85
O000094,2024-07-04,C0004,31166.24,22714.41,8451.84
O000095,2025-01-21,C0004,34063.46,24057.66,10005.8
O000096,2025-04-22,C0004,50012.02,39120.63,10891.39
O000097,2024-12-27,C0004,42402.99,33570.39,8832.6
O000098,2024-12-08,C0004,61124.11,49564.75,11559.36
O000099,2024-10-12,C0004,32480.6,24062.62,8417.99
O000100,2025-11-29,C0004,34297.98,28395.63,5902.35
O000101,2024-07-12,C0004,24144.67,17421.57,6723.09
O000102,2025-06-13,C0004,40042.21,31623.22,8418.99
O000103,2024-03-12,C0004,45827.94,36504.12,9323.83
O000104,2024-08-12,C0004,9531.32,7782.04,1749.27
O000105,2024-05-25,C0005,79277.88,52895.23,26382.64
O000106,2023-12-15,C0005,12904.91,9690.69,3214.22
O000107,2023-12-16,C0005,70913.54,43931.37,26982.18
O000108,2025-01-21,C0005,34423.82,22704.4,11719.42
O000109,2024-03-07,C0005,101494.67,71437.24,30057.43
O000110,2025-04-18,C0005,26375.66,19405.36,6970.3
O000111,2024-05-23,C0005,12080.55,8430.01,3650.54
O000112,2025-05-10,C0005,15870.07,11485.42,4384.65
O000113,2024-12-13,C0005,67744.99,45091.11,22653.88
O000114,2025-10-18,C0005,81824.37,55723.89,26100.48
O000115,2024-03-21,C0005,12459.33,8684.12,3775.21
O000116,2025-09-11,C0005,16801.75,11472.52,5329.24
O000117,2023-08-16,C0005,33023.77,25674.67,7349.1
O000118,2023-02-25,C0005,25938.95,17136.88,8802.07
O000119,2024-03-08,C0005,29327.81,18645.29,10682.52
O000120,2023-05-27,C0005,182.0,125.79,56.21
O000121,2023-10-28,C0005,96660.38,66520.33,30140.05
O000122,2024-01-11,C0005,26361.7,18027.9,8333.8
O000123,2024-06-11,C0005,4925.09,3182.57,1742.52
O000124,2023-12-19,C0005,10949.06,7168.27,3780.79
O000125,2023-05-08,C0005,55355.19,36788.82,18566.37
O000126,2023-10-06,C0005,29747.11,20017.22,9729.88
O000127,2023-11-11,C0005,95799.7,65556.18,30243.52
O000128,2025-12-21,C0005,17428.15,11812.99,5615.16
O000129,2024-11-01,C0005,47586.23,31809.89,15776.34
O000130,2026-01-21,C0005,72684.28,50042.66,22641.62
O000131,2025-11-02,C0005,33548.97,21609.78,11939.2
O000132,2025-09-01,C0005,43230.33,29031.75,14198.58
O000133,2024-02-16,C0005,51771.28,37629.4,14141.88
O000134,2024-05-21,C0005,73285.06,47683.95,25601.11
O000135,2024-07-23,C0005,19597.08,14683.29,4913.78
O000136,2024-12-08,C0005,9339.37,6615.85,2723.52
O000137,2024-11-28,C0005,47935.02,35989.6,11945.43
O000138,2025-01-25,C0005,91920.82,60523.71,31397.11
O000139,2023-12-28,C0005,1808.47,1346.23,462.24
O000140,2024-07-16,C0005,8091.8,5621.82,2469.98
O000141,2023-06-26,C0005,19293.33,12012.45,7280.89
O000142,2024-10-26,C0005,17937.16,11755.35,6181.81
O000143,2024-10-13,C0005,53753.56,37121.11,16632.45
O000144,2024-04-25,C0005,52447.96,36832.6,15615.36
O000145,2025-07-13,C0005,26627.01,18281.17,8345.83
O000146,2023-09-27,C0005,12091.47,7569.3,4522.17
O000147,2024-04-27,C0005,8703.13,5966.69,2736.45
O000148,2023-12-18,C0005,95465.22,60950.61,34514.61
O000149,2024-04-15,C0005,65757.89,42655.24,23102.64
O000150,2025-08-05,C0005,12706.07,9132.92,3573.15
O000151,2024-01-13,C0005,110592.43,71305.2,39287.23
O000152,2025-01-18,C0005,107178.62,73121.67,34056.95
O000153,2023-09-05,C0005,59409.04,40182.63,19226.41
O000154,2024-11-06,C0005,73553.14,53781.27,19771.87
O000155,2024-09-25,C0005,13540.04,8782.38,4757.66
O000156,2026-01-13,C0005,31226.7,20306.16,10920.53
O000157,2025-01-29,C0005,84933.25,52466.39,32466.86
O000158,2025-10-31,C0005,25667.37,17254.93,8412.45
O000159,2023-03-08,C0005,38056.03,25935.08,12120.95
O000160,2023-07-27,C0005,72068.38,46222.1,25846.28
O000161,2025-01-19,C0006,51322.15,39384.86,11937.29
O000162,2025-06-29,C0006,80678.81,66178.8,14500.02
O000163,2025-02-13,C0006,57440.71,45777.73,11662.97
O000164,2025-08-16,C0006,44110.82,35614.12,8496.7
O000165,2024-08-07,C0006,5518.34,4378.95,1139.39
O000166,2024-12-14,C0006,68314.59,53690.19,14624.4
O000167,2025-10-21,C0006,66456.47,52720.85,13735.62
O000168,2024-09-22,C0006,22789.37,17436.03,5353.34
O000169,2023-03-05,C0006,35481.83,27942.32,7539.51
O000170,2023-07-13,C0006,88244.87,70593.69,17651.18
O000171,2025-07-25,C0006,61385.15,49936.16,11448.99
O000172,2024-06-07,C0006,49361.37,38930.69,10430.69
O000173,2025-08-25,C0006,72099.16,59765.26,12333.9
O000174,2024-09-18,C0006,54628.57,45466.11,9162.46
O000175,2024-04-19,C0006,85797.91,69547.02,16250.89
O000176,2023-09-18,C0006,38622.04,30296.51,8325.53
O000177,2025-03-19,C0006,62406.47,48225.14,14181.34
O000178,2023-12-30,C0006,14172.27,11737.94,2434.33
O000179,2024-10-24,C0006,45920.72,35373.55,10547.17
O000180,2023-08-31,C0006,42413.41,33701.84,8711.58
O000181,2023-12-20,C0006,53071.78,42752.61,10319.17
O000182,2024-03-28,C0006,65163.89,53435.76,11728.13
O000183,2023-12-16,C0006,39029.82,29615.8,9414.02
O000184,2023-05-17,C0006,32540.54,27301.09,5239.45
O000185,2023-08-16,C0006,55789.66,47765.37,8024.29
O000186,2025-01-27,C0006,57595.96,42822.51,14773.45
O000187,2024-11-17,C0006,64149.33,51396.93,12752.39
O000188,2023-12-12,C0006,23409.45,19180.08,4229.38
O000189,2024-08-30,C0006,20294.15,16046.24,4247.91
O000190,2025-02-21,C0007,30337.3,23933.16,6404.14
O000191,2025-10-14,C0007,25653.36,21537.5,4115.87
O000192,2025-08-04,C0007,80575.74,60964.88,19610.86
O000193,2024-01-23,C0007,71104.98,54931.08,16173.91
O000194,2023-10-08,C0007,51137.72,42795.46,8342.27
O000195,2025-11-23,C0007,36404.78,26754.39,9650.39
O000196,2025-01-31,C0007,1850.84,1318.53,532.31
O000197,2024-10-20,C0007,93716.15,73634.46,20081.69
O000198,2025-10-08,C0007,51870.81,41974.39,9896.42
O000199,2024-09-27,C0007,95724.49,76488.48,19236.01
O000200,2023-03-12,C0008,28584.12,22330.19,6253.93
O000201,2025-01-09,C0008,94064.16,73723.11,20341.04
O000202,2024-11-09,C0008,80911.28,62813.36,18097.92
O000203,2026-01-24,C0008,21719.25,16906.45,4812.8
O000204,2024-11-17,C0008,11860.46,9939.44,1921.03
O000205,2024-04-02,C0008,54300.95,45588.32,8712.64
O000206,2023-12-03,C0008,66498.19,50375.41,16122.79
O000207,2025-08-18,C0008,56341.94,40752.19,15589.75
O000208,2025-09-02,C0008,71575.59,56402.78,15172.8
O000209,2025-01-17,C0008,30893.71,25581.86,5311.85
O000210,2025-04-03,C0008,74677.11,57315.49,17361.62
O000211,2025-12-28,C0008,100065.09,81104.34,18960.75
O000212,2023-11-01,C0008,36598.95,30447.38,6151.57
O000213,2025-09-07,C0008,47347.29,39217.55,8129.74
O000214,2024-09-11,C0008,96461.13,76368.7,20092.43
O000215,2024-10-06,C0008,3844.28,2994.23,850.04
O000216,2024-07-17,C0009,44128.81,34430.31,9698.5
O000217,2024-06-14,C0009,121224.28,97953.75,23270.52
O000218,2025-07-26,C0009,10866.4,8876.35,1990.05
O000219,2023-05-12,C0009,21954.56,16920.75,5033.81
O000220,2023-09-06,C0009,19862.67,15817.78,4044.9
O000221,2024-03-18,C0009,5126.0,3548.73,1577.28
O000222,2024-05-06,C0009,33367.07,27539.84,5827.22
O000223,2023-10-02,C0009,21279.47,15543.35,5736.12
O000224,2024-09-06,C0009,8318.91,7220.72,1098.19
O000225,2024-08-12,C0009,18540.74,14711.18,3829.56
O000226,2025-08-09,C0009,34580.05,27292.75,7287.3
O000227,2023-07-10,C0009,37303.5,27403.03,9900.46
O000228,2024-10-02,C0009,15065.65,12148.08,2917.57
O000229,2024-06-19,C0009,25600.55,19387.84,6212.71
O000230,2024-11-07,C0009,9389.91,8033.69,1356.22
O000231,2024-05-13,C0009,24741.04,16922.75,7818.28
O000232,2023-11-25,C0009,36577.54,29518.22,7059.32
O000233,2023-08-18,C0009,36482.09,28761.16,7720.93
O000234,2023-10-15,C0010,20838.81,16619.24,4219.57
O000235,2023-12-19,C0010,58873.88,46253.25,12620.63
O000236,2024-04-01,C0010,41014.68,33305.31,7709.36
O000237,2024-01-04,C0010,11261.37,8267.91,2993.46
O000238,2024-07-06,C0010,67786.85,50264.86,17521.99
O000239,2023-09-05,C0010,50062.5,38425.77,11636.73
O000240,2024-08-22,C0010,55502.44,42130.13,13372.3
O000241,2024-04-11,C0010,39686.92,29123.81,10563.1
O000242,2025-12-14,C0010,67917.85,55417.98,12499.87
O000243,2025-11-29,C0010,12348.02,9468.55,2879.47
O000244,2024-06-06,C0010,80385.3,62877.55,17507.75
O000245,2024-09-23,C0010,10910.25,8441.67,2468.58
O000246,2024-11-27,C0010,91605.98,69400.49,22205.5
O000247,2025-08-10,C0010,40279.41,30003.96,10275.45
O000248,2025-12-31,C0010,74446.24,58563.33,15882.91
O000249,2023-08-12,C0010,72546.93,62100.91,10446.02
O000250,2025-09-20,C0011,49522.49,41475.61,8046.88
O000251,2023-02-22,C0011,11499.34,8081.31,3418.03
O000252,2025-11-22,C0011,27344.24,21598.8,5745.44
O000253,2023-10-19,C0011,26575.09,20006.43,6568.66
O000254,2024-01-25,C0011,63908.96,47898.35,16010.62
O000255,2026-01-28,C0011,1660.59,1384.72,275.86
O000256,2025-02-28,C0011,12580.71,10089.77,2490.94
O000257,2024-04-21,C0011,21030.42,16707.04,4323.38
O000258,2024-07-19,C0011,12348.97,9003.51,3345.46
O000259,2023-10-28,C0011,34438.34,26689.97,7748.37
O000260,2023-09-07,C0011,9218.16,6334.23,2883.93
O000261,2024-02-03,C0011,11653.68,8271.09,3382.59
O000262,2025-10-16,C0011,68748.77,54486.47,14262.29
O000263,2024-11-16,C0011,64101.14,50408.53,13692.61
O000264,2025-12-05,C0011,47030.03,35595.41,11434.62
O000265,2023-04-12,C0012,41891.04,30216.84,11674.2
O000266,2023-03-25,C0012,3008.68,2120.32,888.37
O000267,2025-09-15,C0012,6278.0,4516.34,1761.66
O000268,2024-01-19,C0012,81584.82,55796.27,25788.55
O000269,2024-11-02,C0012,15934.88,11500.07,4434.81
O000270,2025-10-05,C0012,13370.01,10167.29,3202.72
O000271,2025-11-13,C0012,27459.01,19889.08,7569.93
O000272,2023-07-21,C0012,25216.36,16066.9,9149.46
O000273,2025-12-16,C0012,52639.84,36229.19,16410.65
O000274,2024-04-02,C0012,33353.41,24040.92,9312.48
O000275,2024-09-07,C0012,9524.19,6365.05,3159.15
O000276,2024-06-14,C0012,12926.56,8905.15,4021.41
O000277,2023-10-25,C0012,48389.26,31238.58,17150.68
O000278,2023-06-08,C0012,58731.27,39976.0,18755.27
O000279,2025-08-03,C0012,59136.3,41711.17,17425.13
O000280,2023-10-01,C0012,77854.23,57160.66,20693.57
O000281,2025-06-14,C0012,32300.88,22795.39,9505.49
O000282,2024-04-08,C0012,40996.06,28063.31,12932.75
O000283,2025-09-12,C0012,16305.24,10799.48,5505.76
O000284,2024-07-25,C0012,21013.44,12363.04,8650.4
O000285,2023-05-21,C0012,19031.4,13342.17,5689.24
O000286,2025-03-17,C0012,10832.37,6796.59,4035.78
O000287,2025-12-05,C0012,41970.66,28334.27,13636.39
O000288,2025-02-16,C0012,43628.93,30511.81,13117.12
O000289,2023-02-28,C0012,19354.78,12606.8,6747.98
O000290,2024-11-13,C0012,30494.06,20613.34,9880.73
O000291,2023-05-10,C0012,69609.64,46555.31,23054.33
O000292,2025-12-14,C0012,6078.58,4263.57,1815.01
O000293,2023-08-06,C0012,95085.8,61725.74,33360.06
O000294,2024-03-13,C0012,21897.43,14711.15,7186.28
O000295,2023-08-12,C0012,41934.9,27840.17,14094.74
O000296,2024-10-04,C0012,12042.83,7920.58,4122.25
O000297,2025-11-12,C0012,49289.13,32719.49,16569.64
O000298,2025-01-11,C0012,83387.85,56104.03,27283.83
O000299,2024-08-17,C0012,15628.72,10916.48,4712.23
O000300,2023-10-16,C0012,59551.19,44392.3,15158.89
O000301,2025-03-20,C0012,86149.72,58822.41,27327.32
O000302,2024-11-01,C0012,93187.59,61407.07,31780.52
O000303,2024-01-10,C0012,19376.98,12113.88,7263.1
O000304,2025-07-01,C0012,13361.41,10323.69,3037.72
O000305,2025-01-11,C0012,40913.84,27726.57,13187.27
O000306,2025-06-09,C0012,37553.7,25602.29,11951.41
O000307,2025-05-05,C0012,69759.59,49017.76,20741.83
O000308,2024-10-02,C0012,1500.81,1058.23,442.58
O000309,2024-10-11,C0012,81104.78,57257.81,23846.97
O000310,2025-08-12,C0012,66951.31,43894.07,23057.23
O000311,2025-08-14,C0012,8900.02,5521.31,3378.71
O000312,2024-11-27,C0012,33935.27,21984.59,11950.67
O000313,2023-07-01,C0012,97039.78,64845.61,32194.17
O000314,2024-09-15,C0012,18501.68,12968.55,5533.13
O000315,2023-10-26,C0012,25604.68,17309.05,8295.63
O000316,2025-09-15,C0012,52539.7,33119.13,19420.57
O000317,2023-03-08,C0012,16856.91,11115.32,5741.6
O000318,2024-09-07,C0012,77988.05,53539.06,24448.99
O000319,2024-11-25,C0012,4348.5,2689.4,1659.1
O000320,2024-05-24,C0012,58597.56,39455.13,19142.43
O000321,2023-06-09,C0012,57250.56,36344.86,20905.7
O000322,2023-09-15,C0012,2769.77,1659.44,1110.33
O000323,2023-11-02,C0012,26231.74,17600.43,8631.32
O000324,2024-06-17,C0012,4970.21,2973.68,1996.53
O000325,2023-07-07,C0012,64489.27,45051.26,19438.01
O000326,2023-10-10,C0012,38282.6,23091.91,15190.69
O000327,2023-04-02,C0012,17028.98,10641.55,6387.43
O000328,2025-07-24,C0012,14217.18,9617.5,4599.68
O000329,2023-05-22,C0012,39944.83,28471.6,11473.24
O000330,2025-12-25,C0012,46205.4,30743.4,15462.0
O000331,2025-02-06,C0012,37955.87,26821.93,11133.94
O000332,2023-07-27,C0012,55936.97,39536.82,16400.16
O000333,2023-03-13,C0012,102446.01,72058.75,30387.26
O000334,2023-12-28,C0012,27124.15,19047.55,8076.6
O000335,2025-03-12,C0012,16395.78,12273.76,4122.01
O000336,2023-11-08,C0013,106551.98,82159.71,24392.27
O000337,2023-05-08,C0013,22489.72,16419.01,6070.71
O000338,2024-02-10,C0013,58042.47,45783.25,12259.21
O000339,2025-12-19,C0013,224.43,166.33,58.1
O000340,2025-09-19,C0013,54467.82,42951.49,11516.33
O000341,2023-03-11,C0013,46184.38,34183.47,12000.91
O000342,2025-03-30,C0013,9225.27,7829.21,1396.06
O000343,2026-01-01,C0013,29602.84,24106.42,5496.42
O000344,2024-04-29,C0013,1133.75,864.28,269.48
O000345,2023-07-02,C0013,48459.89,34891.43,13568.46
O000346,2023-11-16,C0013,91859.7,76222.68,15637.01
O000347,2025-03-25,C0013,53480.82,42377.5,11103.32
O000348,2023-06-29,C0013,58619.04,44358.62,14260.42
O000349,2025-07-23,C0014,36068.7,27804.27,8264.43
O000350,2025-09-02,C0014,64871.57,50432.13,14439.44
O000351,2023-07-12,C0014,70808.19,54340.54,16467.65
O000352,2023-12-15,C0014,33145.17,25721.41,7423.75
O000353,2025-04-10,C0014,47627.69,39075.64,8552.05
O000354,2024-02-01,C0014,12139.6,9115.47,3024.12
O000355,2024-03-15,C0014,11999.64,9311.91,2687.74
O000356,2023-05-13,C0014,15530.88,12193.77,3337.11
O000357,2025-01-07,C0014,79086.01,59634.77,19451.24
O000358,2023-02-23,C0014,87412.76,63584.7,23828.06
O000359,2023-04-23,C0014,65917.76,52231.75,13686.01
O000360,2023-08-19,C0014,26770.25,22181.87,4588.37
O000361,2024-07-28,C0014,83954.05,64321.4,19632.65
O000362,2024-03-11,C0014,44431.93,32528.18,11903.75
O000363,2025-11-26,C0014,55569.98,43174.96,12395.02
O000364,2025-01-30,C0014,62040.9,52214.87,9826.03
O000365,2023-12-16,C0014,50231.87,37742.33,12489.54
O000366,2025-03-10,C0014,961.93,752.38,209.55
O000367,2025-12-26,C0014,29947.92,24776.16,5171.75
O000368,2024-03-01,C0014,58566.37,47939.9,10626.47
O000369,2023-10-30,C0014,71098.3,54903.47,16194.83
O000370,2023-09-07,C0014,629.59,516.3,113.29
O000371,2024-05-02,C0014,36213.07,28572.11,7640.96
O000372,2025-05-16,C0014,53087.72,41739.78,11347.94
O000373,2024-08-30,C0014,22064.06,18435.73,3628.33
O000374,2023-09-20,C0014,14507.37,10499.97,4007.41
O000375,2024-08-25,C0015,36107.44,25462.36,10645.09
O000376,2023-11-05,C0015,49449.31,31348.18,18101.13
O000377,2025-05-29,C0015,92538.05,59022.52,33515.53
O000378,2023-05-14,C0015,156862.12,110074.89,46787.24
O000379,2024-03-04,C0015,61854.31,44402.06,17452.25
O000380,2023-04-22,C0015,28212.99,17331.28,10881.71
O000381,2023-11-13,C0015,3147.64,2073.91,1073.73
O000382,2023-03-05,C0015,56449.26,37297.8,19151.46
O000383,2024-06-04,C0015,42414.18,31324.06,11090.12
O000384,2023-09-11,C0015,62836.9,42447.42,20389.48
O000385,2024-04-05,C0015,52216.51,34885.44,17331.07
O000386,2025-12-14,C0015,11038.03,7970.21,3067.81
O000387,2023-06-21,C0015,31043.86,22256.06,8787.8
O000388,2024-10-30,C0015,18741.83,13186.62,5555.21
O000389,2025-03-13,C0015,50736.12,36497.49,14238.63
O000390,2025-05-06,C0015,37703.49,27217.0,10486.49
O000391,2024-11-13,C0015,5495.43,3703.64,1791.8
O000392,2023-03-16,C0015,11273.6,6677.13,4596.47
O000393,2023-03-16,C0015,23649.91,15100.68,8549.23
O000394,2024-04-06,C0015,26174.45,19657.08,6517.37
O000395,2025-06-16,C0015,22441.92,14807.3,7634.62
O000396,2024-09-16,C0015,43017.85,25964.63,17053.21
O000397,2025-10-23,C0015,26079.45,19785.93,6293.53
O000398,2025-07-04,C0015,60822.2,43075.95,17746.24
O000399,2023-11-26,C0015,5576.75,3616.9,1959.85
O000400,2024-01-06,C0015,4082.06,3173.82,908.24
O000401,2025-06-18,C0015,32750.84,23709.91,9040.92
O000402,2024-02-07,C0015,41654.0,24622.09,17031.91
O000403,2023-10-31,C0015,34696.9,22990.87,11706.03
O000404,2025-01-04,C0015,3578.58,2639.63,938.96
O000405,2023-03-11,C0015,18780.06,12432.28,6347.78
O000406,2025-12-14,C0015,1988.0,1339.44,648.56
O000407,2023-08-27,C0015,77278.23,50238.23,27040.0
O000408,2023-12-26,C0015,98435.45,73029.31,25406.14
O000409,2023-05-15,C0015,2043.05,1474.82,568.24
O000410,2024-01-07,C0015,82104.3,55063.7,27040.6
O000411,2025-07-16,C0015,88764.0,58169.14,30594.86
O000412,2023-12-10,C0015,68483.0,45775.08,22707.92
O000413,2023-03-18,C0015,72936.75,47608.89,25327.85
O000414,2023-09-08,C0015,34673.43,23953.55,10719.88
O000415,2023-04-24,C0015,47292.26,31085.78,16206.48
O000416,2023-04-24,C0015,7219.34,4881.77,2337.57
O000417,2024-11-28,C0015,69001.64,48031.39,20970.25
O000418,2023-08-26,C0015,29722.24,20951.62,8770.62
O000419,2023-11-11,C0015,77734.95,57592.56,20142.38
O000420,2024-02-17,C0015,19682.93,12935.6,6747.33
O000421,2023-02-27,C0015,10342.95,6790.42,3552.52
O000422,2023-11-03,C0015,49517.26,33005.53,16511.72
O000423,2025-08-18,C0015,63236.63,41727.22,21509.41
O000424,2024-04-29,C0015,81957.75,57166.22,24791.53
O000425,2025-01-07,C0015,4056.41,2577.24,1479.17
O000426,2024-09-01,C0015,73417.78,54017.66,19400.12
O000427,2023-06-04,C0015,43083.31,27794.51,15288.8
O000428,2024-12-07,C0015,79581.99,54003.49,25578.5
O000429,2023-09-14,C0015,24388.72,17828.07,6560.66
O000430,2025-12-11,C0015,54534.84,37028.36,17506.48
O000431,2024-08-19,C0015,63355.98,45716.59,17639.39
O000432,2026-01-27,C0015,27037.35,17509.53,9527.82
O000433,2025-11-04,C0015,3887.58,2608.35,1279.23
O000434,2025-07-18,C0015,60878.95,37906.3,22972.66
O000435,2023-12-15,C0015,86897.13,60484.62,26412.51
O000436,2025-04-18,C0015,54049.59,37478.51,16571.08
O000437,2025-06-28,C0015,34843.91,24904.71,9939.2
O000438,2025-05-01,C0015,37081.73,28144.38,8937.35
O000439,2025-12-29,C0015,5865.99,3994.38,1871.61
O000440,2024-05-19,C0015,26128.8,19826.54,6302.26
O000441,2025-04-27,C0015,7877.47,4852.1,3025.38
O000442,2024-08-03,C0015,65641.32,47485.33,18155.99
O000443,2024-01-07,C0015,73898.71,49647.13,24251.59
O000444,2024-12-11,C0015,62387.31,41203.32,21183.99
O000445,2024-02-08,C0015,30852.11,18786.42,12065.69
O000446,2025-11-29,C0015,18333.38,11877.68,6455.7
O000447,2023-04-04,C0015,37595.88,23584.81,14011.07
O000448,2023-04-19,C0015,7337.22,4600.83,2736.4
O000449,2023-11-29,C0015,40732.86,27802.53,12930.33
O000450,2024-05-23,C0016,59304.4,47452.18,11852.22
O000451,2025-03-11,C0016,50356.8,39041.58,11315.22
O000452,2024-10-07,C0016,31438.04,23268.91,8169.13
O000453,2025-08-13,C0016,45480.24,37693.84,7786.4
O000454,2025-03-20,C0016,41703.95,36236.34,5467.61
O000455,2024-09-10,C0016,95171.1,71423.7,23747.4
O000456,2023-06-13,C0016,27122.8,19318.43,7804.36
O000457,2026-01-14,C0016,26923.81,20243.76,6680.05
O000458,2023-03-14,C0016,28828.75,21530.54,7298.21
O000459,2025-09-29,C0016,18354.53,14108.73,4245.8
O000460,2025-06-02,C0016,1709.87,1295.97,413.9
O000461,2024-11-21,C0016,16978.82,13645.16,3333.65
O000462,2023-12-14,C0016,4851.29,4090.36,760.93
O000463,2025-12-20,C0016,41624.97,34694.89,6930.08
O000464,2025-03-25,C0016,110657.22,82761.89,27895.33
O000465,2023-10-23,C0016,18919.86,14680.54,4239.32
