order_line_id,order_id,customer_id,order_date,product_id,product_category,quantity,line_revenue,line_cogs
OL000035,O000006,C0001,2024-11-10,P0075,Pumps,24,12029.39,7384.91
OL000036,O000006,C0001,2024-11-10,P0047,Belts,17,14058.01,8245.35
OL000037,O000006,C0001,2024-11-10,P0017,PPE,19,13006.93,9845.81
OL000038,O000006,C0001,2024-11-10,P0012,PPE,5,848.22,515.69
OL000039,O000006,C0001,2024-11-10,P0038,Hydraulics,26,22676.66,16028.88
OL000040,O000006,C0001,2024-11-10,P0042,Bearings,26,1607.6,1107.71
OL000041,O000006,C0001,2024-11-10,P0054,Belts,17,9296.89,5503.22
OL000042,O000007,C0001,2023-09-26,P0061,PPE,21,17387.32,13342.27
OL000043,O000007,C0001,2023-09-26,P0004,Pumps,30,24689.38,17241.61
OL000044,O000007,C0001,2023-09-26,P0080,Fasteners,9,796.9,462.85
OL000045,O000007,C0001,2023-09-26,P0072,Belts,8,1060.91,798.72
OL000046,O000008,C0001,2025-09-03,P0070,Pumps,32,18345.74,13283.27
OL000047,O000008,C0001,2025-09-03,P0054,Belts,24,5632.3,4127.22
OL000048,O000008,C0001,2025-09-03,P0076,Fasteners,24,3226.83,2165.55
OL000049,O000008,C0001,2025-09-03,P0020,Hydraulics,23,2333.75,1368.42
OL000050,O000008,C0001,2025-09-03,P0079,Hydraulics,30,3837.67,2502.55
OL000051,O000008,C0001,2025-09-03,P0013,PPE,2,185.98,108.29
OL000052,O000009,C0001,2024-04-12,P0071,Valves,38,8875.23,6339.47
OL000053,O000009,C0001,2024-04-12,P0027,PPE,10,7203.47,5219.24
OL000054,O000010,C0001,2023-12-10,P0070,Pumps,8,4895.19,3803.7
OL000055,O000010,C0001,2023-12-10,P0033,Lubricants,16,8808.4,6403.06
OL000056,O000010,C0001,2023-12-10,P0023,Valves,9,6124.14,3863.52
OL000057,O000011,C0001,2025-10-19,P0047,Belts,34,10417.12,8060.45
OL000058,O000011,C0001,2025-10-19,P0066,Valves,31,23876.32,18107.98
OL000059,O000011,C0001,2025-10-19,P0076,Fasteners,29,3261.55,2147.21
OL000060,O000011,C0001,2025-10-19,P0014,Lubricants,5,786.31,521.27
OL000061,O000011,C0001,2025-10-19,P0058,Lubricants,21,7849.14,5659.39
OL000062,O000011,C0001,2025-10-19,P0065,Hydraulics,33,18632.22,11917.99
OL000063,O000011,C0001,2025-10-19,P0029,Lubricants,36,23857.7,16454.39
OL000064,O000011,C0001,2025-10-19,P0006,Valves,15,6026.12,4219.82
OL000065,O000012,C0001,2023-08-30,P0055,Bearings,5,637.71,442.33
OL000066,O000012,C0001,2023-08-30,P0041,Belts,24,17760.09,11769.74
OL000067,O000012,C0001,2023-08-30,P0033,Lubricants,36,18987.51,13250.21
OL000068,O000012,C0001,2023-08-30,P0048,Valves,28,22060.59,12934.57
OL000069,O000012,C0001,2023-08-30,P0020,Hydraulics,39,12307.68,8350.98
OL000070,O000012,C0001,2023-08-30,P0061,PPE,10,6082.26,4612.52
OL000071,O000013,C0001,2025-03-10,P0036,Belts,15,11042.07,6460.61
OL000072,O000013,C0001,2025-03-10,P0074,Fasteners,40,22861.49,17711.92
OL000073,O000014,C0001,2024-08-17,P0024,Valves,18,11651.29,8296.13
OL000074,O000015,C0001,2023-03-01,P0019,Belts,5,852.97,660.08
OL000075,O000015,C0001,2023-03-01,P0073,Valves,34,7917.34,5635.73
OL000076,O000015,C0001,2023-03-01,P0052,Valves,24,7557.4,4471.85
OL000077,O000016,C0001,2023-08-09,P0020,Hydraulics,11,7603.98,5807.03
OL000078,O000017,C0001,2025-08-12,P0063,Lubricants,8,2747.18,1770.16
OL000079,O000017,C0001,2025-08-12,P0078,Belts,38,17618.24,13582.19
OL000080,O000017,C0001,2025-08-12,P0057,Fasteners,26,23056.25,17041.23
OL000081,O000017,C0001,2025-08-12,P0054,Belts,14,9831.46,7099.4
OL000082,O000017,C0001,2025-08-12,P0035,Pumps,8,452.56,337.1
OL000083,O000017,C0001,2025-08-12,P0028,Lubricants,25,12567.37,8398.21
OL000084,O000017,C0001,2025-08-12,P0066,Valves,23,2559.08,1974.43
OL000085,O000018,C0001,2023-03-27,P0010,Bearings,8,3154.22,2351.87
OL000086,O000018,C0001,2023-03-27,P0041,Belts,40,17643.29,12484.92
OL000087,O000018,C0001,2023-03-27,P0074,Fasteners,28,21498.73,14237.01
OL000088,O000018,C0001,2023-03-27,P0055,Bearings,34,3972.9,2506.26
OL000089,O000018,C0001,2023-03-27,P0078,Belts,15,4996.62,3387.23
OL000090,O000018,C0001,2023-03-27,P0052,Valves,8,4008.11,2504.09
OL000091,O000018,C0001,2023-03-27,P0054,Belts,23,15370.26,9483.34
OL000092,O000018,C0001,2023-03-27,P0038,Hydraulics,16,2198.14,1638.28
OL000093,O000019,C0001,2023-12-27,P0023,Valves,30,20738.37,14314.01
OL000094,O000019,C0001,2023-12-27,P0064,Bearings,37,22072.09,15789.46
OL000095,O000020,C0001,2024-11-25,P0057,Fasteners,29,17013.64,11258.2
OL000096,O000020,C0001,2024-11-25,P0009,Lubricants,23,11068.44,7632.98
OL000097,O000020,C0001,2024-11-25,P0061,PPE,4,1453.71,946.46
OL000098,O000021,C0001,2023-08-20,P0060,Belts,21,11849.35,6972.82
OL000099,O000021,C0001,2023-08-20,P0075,Pumps,29,4001.32,2846.19
OL000100,O000021,C0001,2023-08-20,P0071,Valves,6,2873.2,2098.73
OL000101,O000021,C0001,2023-08-20,P0006,Valves,29,25877.81,17028.6
OL000102,O000021,C0001,2023-08-20,P0058,Lubricants,24,8806.18,6148.88
OL000103,O000021,C0001,2023-08-20,P0074,Fasteners,22,13795.39,9019.74
OL000104,O000021,C0001,2023-08-20,P0025,Lubricants,22,2332.55,1502.92
OL000105,O000022,C0001,2024-09-20,P0078,Belts,10,8292.34,5379.98
OL000106,O000022,C0001,2024-09-20,P0020,Hydraulics,26,4149.83,3166.55
OL000107,O000022,C0001,2024-09-20,P0043,Hydraulics,36,13326.39,8227.22
OL000108,O000022,C0001,2024-09-20,P0011,Belts,34,4400.79,2985.07
OL000109,O000022,C0001,2024-09-20,P0075,Pumps,2,716.42,528.11
OL000110,O000023,C0001,2025-11-08,P0029,Lubricants,19,14587.52,9129.23
OL000111,O000023,C0001,2025-11-08,P0018,Hydraulics,34,2790.9,1749.17
OL000112,O000023,C0001,2025-11-08,P0020,Hydraulics,9,5018.94,3733.24
OL000113,O000023,C0001,2025-11-08,P0010,Bearings,40,29507.49,20432.91
OL000114,O000024,C0001,2025-06-07,P0031,Belts,16,5008.76,3437.0
OL000115,O000024,C0001,2025-06-07,P0057,Fasteners,13,4714.64,2749.16
OL000116,O000024,C0001,2025-06-07,P0037,PPE,30,21120.68,14349.79
OL000117,O000024,C0001,2025-06-07,P0058,Lubricants,27,23525.85,14580.1
OL000118,O000024,C0001,2025-06-07,P0030,Valves,9,7128.46,4875.03
OL000119,O000024,C0001,2025-06-07,P0069,Hydraulics,24,12512.63,7642.98
OL000120,O000025,C0001,2023-10-30,P0011,Belts,10,7563.9,4522.45
OL000121,O000025,C0001,2023-10-30,P0021,Bearings,29,23256.12,16210.0
OL000122,O000025,C0001,2023-10-30,P0035,Pumps,26,12394.36,7202.3
OL000123,O000025,C0001,2023-10-30,P0058,Lubricants,24,5780.59,4394.31
OL000124,O000025,C0001,2023-10-30,P0066,Valves,22,15898.82,11488.87
OL000125,O000026,C0001,2025-10-11,P0061,PPE,1,819.98,604.22
OL000126,O000026,C0001,2025-10-11,P0058,Lubricants,10,5164.84,3483.4
OL000127,O000026,C0001,2025-10-11,P0079,Hydraulics,8,5677.97,4290.45
OL000128,O000027,C0001,2024-06-19,P0080,Fasteners,33,17780.08,12832.7
OL000129,O000027,C0001,2024-06-19,P0059,Bearings,1,572.59,398.91
OL000130,O000027,C0001,2024-06-19,P0009,Lubricants,6,2969.77,1750.14
OL000131,O000027,C0001,2024-06-19,P0015,Belts,35,16843.0,11270.82
OL000132,O000027,C0001,2024-06-19,P0064,Bearings,25,19808.29,13917.78
OL000133,O000027,C0001,2024-06-19,P0069,Hydraulics,24,6374.47,3966.8
OL000134,O000027,C0001,2024-06-19,P0003,PPE,23,5864.01,4452.35
OL000135,O000028,C0001,2024-12-28,P0006,Valves,22,16312.62,10181.87
OL000136,O000028,C0001,2024-12-28,P0046,Valves,30,26510.89,19712.02
OL000137,O000028,C0001,2024-12-28,P0070,Pumps,9,932.72,642.14
OL000138,O000029,C0001,2024-10-09,P0006,Valves,33,12820.18,8785.93
OL000139,O000029,C0001,2024-10-09,P0026,Bearings,3,2070.89,1467.44
OL000140,O000029,C0001,2024-10-09,P0041,Belts,4,3143.71,2373.83
OL000141,O000029,C0001,2024-10-09,P0040,Hydraulics,24,10113.81,6999.29
OL000142,O000030,C0001,2025-04-18,P0024,Valves,6,4008.11,2643.39
OL000143,O000030,C0001,2025-04-18,P0064,Bearings,12,6163.84,4709.09
OL000144,O000030,C0001,2025-04-18,P0079,Hydraulics,19,5899.91,4099.12
OL000145,O000030,C0001,2025-04-18,P0048,Valves,29,10115.63,6130.0
OL000146,O000030,C0001,2025-04-18,P0067,Valves,23,13170.35,8588.46
OL000147,O000030,C0001,2025-04-18,P0035,Pumps,4,455.14,321.94
OL000148,O000031,C0001,2024-01-10,P0019,Belts,39,24428.65,18437.62
OL000149,O000032,C0001,2024-06-14,P0047,Belts,24,8789.07,5846.63
OL000150,O000032,C0001,2024-06-14,P0050,Pumps,34,12304.85,8911.94
OL000151,O000032,C0001,2024-06-14,P0073,Valves,8,576.21,389.78
OL000152,O000032,C0001,2024-06-14,P0005,Valves,36,5403.49,3453.87
OL000153,O000032,C0001,2024-06-14,P0020,Hydraulics,14,12556.74,7492.66
OL000154,O000032,C0001,2024-06-14,P0058,Lubricants,32,7044.85,5390.65
OL000155,O000033,C0001,2024-02-05,P0012,PPE,11,7205.42,4701.25
OL000156,O000033,C0001,2024-02-05,P0041,Belts,24,11578.62,8565.91
OL000157,O000033,C0001,2024-02-05,P0045,Lubricants,9,2261.03,1600.41
OL000158,O000033,C0001,2024-02-05,P0009,Lubricants,37,13452.26,9008.58
OL000159,O000033,C0001,2024-02-05,P0071,Valves,40,32064.38,22456.87
OL000160,O000033,C0001,2024-02-05,P0070,Pumps,31,15402.08,9477.39
OL000161,O000033,C0001,2024-02-05,P0038,Hydraulics,5,782.64,598.85
OL000162,O000033,C0001,2024-02-05,P0039,Lubricants,30,18842.78,11388.73
OL000163,O000034,C0001,2024-02-24,P0056,Pumps,8,3923.09,2932.93
OL000164,O000034,C0001,2024-02-24,P0065,Hydraulics,15,5161.79,3102.31
OL000165,O000034,C0001,2024-02-24,P0008,Pumps,6,1578.09,1057.05
OL000166,O000035,C0001,2023-10-31,P0079,Hydraulics,38,32313.91,20947.6
OL000167,O000035,C0001,2023-10-31,P0069,Hydraulics,39,13142.09,10142.55
OL000168,O000035,C0001,2023-10-31,P0012,PPE,2,238.08,148.99
OL000169,O000035,C0001,2023-10-31,P0065,Hydraulics,17,10258.83,7147.15
OL000170,O000035,C0001,2023-10-31,P0022,Pumps,2,946.66,683.55
OL000171,O000036,C0001,2024-10-27,P0032,PPE,27,12463.56,8209.35
OL000172,O000036,C0001,2024-10-27,P0052,Valves,21,16427.51,9567.3
OL000173,O000036,C0001,2024-10-27,P0039,Lubricants,23,20218.56,14272.12
OL000174,O000036,C0001,2024-10-27,P0059,Bearings,36,5049.23,3814.67
OL000175,O000036,C0001,2024-10-27,P0010,Bearings,29,7561.2,5458.87
OL000176,O000036,C0001,2024-10-27,P0008,Pumps,25,19613.48,11522.19
OL000177,O000036,C0001,2024-10-27,P0021,Bearings,11,8156.02,5185.39
OL000178,O000036,C0001,2024-10-27,P0057,Fasteners,13,9082.49,6149.35
OL000179,O000037,C0001,2025-12-04,P0064,Bearings,30,26150.51,18551.72
OL000180,O000037,C0001,2025-12-04,P0003,PPE,4,1156.61,707.19
OL000181,O000037,C0001,2025-12-04,P0012,PPE,31,9079.47,6886.78
OL000182,O000037,C0001,2025-12-04,P0051,Lubricants,9,7200.79,4516.54
OL000183,O000037,C0001,2025-12-04,P0065,Hydraulics,24,2122.94,1417.36
OL000184,O000038,C0001,2025-02-28,P0010,Bearings,18,13527.26,8898.12
OL000185,O000038,C0001,2025-02-28,P0050,Pumps,9,7909.38,4911.89
OL000186,O000038,C0001,2025-02-28,P0065,Hydraulics,22,11531.46,8661.81
OL000187,O000038,C0001,2025-02-28,P0058,Lubricants,39,18827.41,14514.79
OL000188,O000038,C0001,2025-02-28,P0071,Valves,9,5908.98,3995.26
OL000189,O000039,C0001,2023-12-19,P0042,Bearings,11,4224.13,2582.97
OL000190,O000039,C0001,2023-12-19,P0079,Hydraulics,38,12764.86,8597.54
OL000191,O000039,C0001,2023-12-19,P0041,Belts,37,11278.41,7966.26
OL000192,O000040,C0001,2023-09-29,P0075,Pumps,15,9947.85,7420.08
OL000193,O000040,C0001,2023-09-29,P0040,Hydraulics,40,28336.61,17445.94
OL000194,O000040,C0001,2023-09-29,P0004,Pumps,16,1229.36,931.88
OL000195,O000040,C0001,2023-09-29,P0077,Fasteners,2,849.77,592.63
OL000196,O000040,C0001,2023-09-29,P0061,PPE,14,5583.49,3327.18
OL000197,O000040,C0001,2023-09-29,P0034,PPE,4,2599.64,1736.1
OL000198,O000040,C0001,2023-09-29,P0074,Fasteners,31,15396.32,11475.86
OL000199,O000041,C0001,2025-01-18,P0034,PPE,36,10934.07,6380.56
OL000200,O000041,C0001,2025-01-18,P0079,Hydraulics,19,12334.15,8414.35
OL000201,O000041,C0001,2025-01-18,P0062,Bearings,31,10740.96,6669.27
OL000202,O000041,C0001,2025-01-18,P0025,Lubricants,18,5303.18,3560.35
OL000203,O000041,C0001,2025-01-18,P0032,PPE,26,19386.14,12001.51
OL000204,O000041,C0001,2025-01-18,P0036,Belts,19,1629.37,1245.16
OL000205,O000042,C0001,2025-08-10,P0062,Bearings,36,23102.84,15175.44
OL000206,O000042,C0001,2025-08-10,P0028,Lubricants,38,9628.81,5767.3
OL000207,O000042,C0001,2025-08-10,P0026,Bearings,15,8883.79,6195.02
OL000208,O000042,C0001,2025-08-10,P0069,Hydraulics,31,4199.36,3271.15
OL000209,O000042,C0001,2025-08-10,P0035,Pumps,36,31724.07,20602.29
OL000210,O000043,C0001,2025-10-18,P0026,Bearings,35,23725.92,18329.23
OL000211,O000043,C0001,2025-10-18,P0037,PPE,12,4862.43,2884.47
OL000212,O000043,C0001,2025-10-18,P0042,Bearings,3,2692.79,1833.58
OL000213,O000043,C0001,2025-10-18,P0079,Hydraulics,19,15109.4,10069.02
OL000214,O000043,C0001,2025-10-18,P0008,Pumps,7,5874.31,4048.16
OL000215,O000043,C0001,2025-10-18,P0012,PPE,35,17348.48,13066.18
OL000216,O000043,C0001,2025-10-18,P0074,Fasteners,33,14777.98,11193.89
OL000217,O000043,C0001,2025-10-18,P0030,Valves,11,7385.96,4699.54
OL000218,O000044,C0001,2023-03-17,P0038,Hydraulics,33,10848.34,8254.75
OL000219,O000044,C0001,2023-03-17,P0073,Valves,9,4102.52,3194.36
OL000220,O000044,C0001,2023-03-17,P0025,Lubricants,25,6254.83,3685.3
OL000221,O000044,C0001,2023-03-17,P0023,Valves,20,10901.83,7933.15
OL000222,O000044,C0001,2023-03-17,P0052,Valves,24,15332.48,11596.8
OL000223,O000044,C0001,2023-03-17,P0055,Bearings,20,3715.19,2211.94
OL000224,O000045,C0001,2024-11-14,P0038,Hydraulics,40,9508.87,6507.53
OL000225,O000045,C0001,2024-11-14,P0048,Valves,30,20567.24,14331.89
OL000226,O000046,C0001,2025-10-08,P0032,PPE,29,14469.47,8631.78
OL000227,O000046,C0001,2025-10-08,P0077,Fasteners,8,819.95,556.67
OL000228,O000046,C0001,2025-10-08,P0011,Belts,37,18727.96,11407.25
OL000229,O000046,C0001,2025-10-08,P0068,Lubricants,29,4315.32,2862.65
OL000230,O000047,C0001,2023-08-22,P0008,Pumps,36,15948.78,10132.96
OL000231,O000047,C0001,2023-08-22,P0059,Bearings,26,6923.5,5098.61
OL000232,O000047,C0001,2023-08-22,P0017,PPE,5,442.48,339.49
OL000233,O000047,C0001,2023-08-22,P0066,Valves,4,3377.58,2003.73
OL000234,O000047,C0001,2023-08-22,P0054,Belts,3,882.08,664.13
OL000235,O000047,C0001,2023-08-22,P0079,Hydraulics,27,9943.88,6864.19
OL000236,O000047,C0001,2023-08-22,P0073,Valves,25,9232.47,5979.33
OL000237,O000047,C0001,2023-08-22,P0080,Fasteners,35,5706.45,4315.63
OL000238,O000048,C0001,2025-05-01,P0029,Lubricants,20,8871.07,6166.94
OL000239,O000048,C0001,2025-05-01,P0001,Belts,25,18746.41,13324.35
OL000240,O000048,C0001,2025-05-01,P0003,PPE,18,3783.75,2372.04
OL000241,O000049,C0001,2023-04-23,P0079,Hydraulics,29,16185.4,12467.04
OL000242,O000049,C0001,2023-04-23,P0003,PPE,3,1175.78,866.01
OL000243,O000049,C0001,2023-04-23,P0031,Belts,4,676.46,495.96
OL000244,O000049,C0001,2023-04-23,P0027,PPE,37,11879.52,7668.16
OL000245,O000049,C0001,2023-04-23,P0009,Lubricants,21,5278.74,3076.77
OL000246,O000049,C0001,2023-04-23,P0013,PPE,34,8088.14,6210.14
OL000247,O000049,C0001,2023-04-23,P0005,Valves,38,30314.76,19850.15
OL000248,O000050,C0001,2025-07-10,P0007,Lubricants,20,7399.82,5071.07
OL000249,O000050,C0001,2025-07-10,P0045,Lubricants,15,4584.39,2837.03
OL000250,O000050,C0001,2025-07-10,P0049,Lubricants,4,2112.11,1412.04
OL000251,O000050,C0001,2025-07-10,P0068,Lubricants,9,3421.41,2442.7
OL000252,O000050,C0001,2025-07-10,P0041,Belts,6,5003.35,3810.09
OL000253,O000050,C0001,2025-07-10,P0054,Belts,13,1219.48,803.64
OL000254,O000050,C0001,2025-07-10,P0053,Valves,3,2377.73,1492.41
OL000255,O000050,C0001,2025-07-10,P0020,Hydraulics,36,8440.71,5052.55
OL000256,O000051,C0001,2024-10-29,P0028,Lubricants,13,11280.96,6543.92
OL000257,O000052,C0001,2025-10-24,P0078,Belts,36,11641.42,7994.74
OL000258,O000052,C0001,2025-10-24,P0027,PPE,23,7179.66,4332.47
OL000259,O000052,C0001,2025-10-24,P0051,Lubricants,30,4014.51,2754.36
OL000260,O000052,C0001,2025-10-24,P0031,Belts,21,17370.8,12111.16
OL000261,O000053,C0002,2024-05-15,P0003,PPE,38,20606.32,16412.61
OL000262,O000053,C0002,2024-05-15,P0034,PPE,10,2167.63,1807.8
OL000263,O000053,C0002,2024-05-15,P0071,Valves,37,28059.26,21890.14
OL000264,O000054,C0002,2025-01-08,P0063,Lubricants,35,16277.41,11339.17
OL000265,O000054,C0002,2025-01-08,P0059,Bearings,35,31212.13,21491.19
OL000266,O000054,C0002,2025-01-08,P0022,Pumps,34,2677.51,1902.8
OL000267,O000054,C0002,2025-01-08,P0046,Valves,4,2798.75,2232.07
OL000268,O000054,C0002,2025-01-08,P0018,Hydraulics,15,1616.59,1373.77
OL000269,O000055,C0002,2024-05-09,P0048,Valves,27,1621.98,1255.6
OL000270,O000055,C0002,2024-05-09,P0008,Pumps,18,9096.79,7483.59
OL000271,O000055,C0002,2024-05-09,P0062,Bearings,33,24459.06,18226.73
OL000272,O000055,C0002,2024-05-09,P0063,Lubricants,12,1691.57,1456.0
OL000273,O000055,C0002,2024-05-09,P0003,PPE,10,2548.24,1926.58
OL000274,O000055,C0002,2024-05-09,P0001,Belts,17,12629.85,10439.01
OL000275,O000055,C0002,2024-05-09,P0069,Hydraulics,26,3046.33,2096.3
OL000276,O000055,C0002,2024-05-09,P0071,Valves,30,15907.56,10848.21
OL000277,O000056,C0002,2024-05-24,P0011,Belts,25,12994.91,11289.68
OL000278,O000056,C0002,2024-05-24,P0005,Valves,1,647.42,559.02
OL000279,O000056,C0002,2024-05-24,P0012,PPE,28,16748.79,13629.26
OL000280,O000056,C0002,2024-05-24,P0052,Valves,7,5674.01,3950.07
OL000281,O000056,C0002,2024-05-24,P0049,Lubricants,15,3445.57,2433.87
OL000282,O000057,C0002,2025-10-17,P0006,Valves,3,607.35,431.17
OL000283,O000057,C0002,2025-10-17,P0010,Bearings,2,1734.5,1322.72
OL000284,O000057,C0002,2025-10-17,P0036,Belts,26,21828.14,17902.23
OL000285,O000057,C0002,2025-10-17,P0070,Pumps,37,9412.85,6712.02
OL000286,O000057,C0002,2025-10-17,P0073,Valves,25,15636.99,12070.0
OL000287,O000058,C0002,2025-04-13,P0011,Belts,4,532.13,443.57
OL000288,O000058,C0002,2025-04-13,P0065,Hydraulics,5,1697.52,1232.74
OL000289,O000058,C0002,2025-04-13,P0045,Lubricants,39,15100.71,10952.38
OL000290,O000059,C0002,2023-04-18,P0058,Lubricants,25,10426.77,7758.15
OL000291,O000059,C0002,2023-04-18,P0063,Lubricants,25,3071.0,2322.53
OL000292,O000059,C0002,2023-04-18,P0030,Valves,16,10498.28,9066.23
OL000293,O000059,C0002,2023-04-18,P0046,Valves,10,3730.0,2697.62
OL000294,O000059,C0002,2023-04-18,P0071,Valves,10,6787.07,5542.76
OL000295,O000060,C0002,2023-09-23,P0001,Belts,29,10321.97,8526.43
OL000296,O000060,C0002,2023-09-23,P0040,Hydraulics,9,1117.82,887.33
OL000297,O000061,C0002,2026-01-01,P0014,Lubricants,25,1512.24,1205.61
OL000298,O000061,C0002,2026-01-01,P0004,Pumps,6,3996.7,3069.84
OL000299,O000061,C0002,2026-01-01,P0012,PPE,16,8578.66,7258.26
OL000300,O000061,C0002,2026-01-01,P0046,Valves,25,4851.91,4008.73
OL000301,O000061,C0002,2026-01-01,P0071,Valves,18,8444.8,7324.57
OL000302,O000061,C0002,2026-01-01,P0078,Belts,28,7967.89,6534.07
OL000303,O000061,C0002,2026-01-01,P0042,Bearings,5,1784.78,1233.56
OL000304,O000062,C0002,2025-11-28,P0059,Bearings,1,856.5,696.81
OL000305,O000062,C0002,2025-11-28,P0014,Lubricants,40,14916.26,10554.15
OL000306,O000062,C0002,2025-11-28,P0018,Hydraulics,29,9701.25,6954.87
OL000307,O000062,C0002,2025-11-28,P0039,Lubricants,39,6462.53,5272.56
OL000308,O000063,C0002,2024-04-03,P0041,Belts,21,7762.59,5563.45
OL000309,O000063,C0002,2024-04-03,P0023,Valves,26,9366.84,6496.72
OL000310,O000063,C0002,2024-04-03,P0051,Lubricants,13,7194.11,5545.75
OL000311,O000063,C0002,2024-04-03,P0080,Fasteners,36,2623.63,1927.21
OL000312,O000063,C0002,2024-04-03,P0038,Hydraulics,14,5917.61,4862.7
OL000313,O000063,C0002,2024-04-03,P0063,Lubricants,5,3730.6,2689.28
OL000314,O000063,C0002,2024-04-03,P0074,Fasteners,27,16794.84,14311.96
OL000315,O000063,C0002,2024-04-03,P0032,PPE,20,5114.36,3826.91
OL000316,O000064,C0002,2025-07-02,P0010,Bearings,33,27554.06,19455.18
OL000317,O000064,C0002,2025-07-02,P0058,Lubricants,27,13826.66,9980.85
OL000318,O000064,C0002,2025-07-02,P0077,Fasteners,24,15513.34,11131.45
OL000319,O000064,C0002,2025-07-02,P0062,Bearings,39,23105.68,19940.28
OL000320,O000064,C0002,2025-07-02,P0075,Pumps,16,9743.38,7882.38
OL000321,O000064,C0002,2025-07-02,P0052,Valves,40,3506.09,2395.63
OL000322,O000064,C0002,2025-07-02,P0069,Hydraulics,26,22666.53,18443.31
OL000323,O000065,C0002,2025-07-17,P0002,Pumps,17,4057.92,2964.83
OL000324,O000065,C0002,2025-07-17,P0013,PPE,36,19563.86,14965.43
OL000325,O000066,C0002,2025-08-17,P0051,Lubricants,2,920.71,755.82
OL000326,O000066,C0002,2025-08-17,P0060,Belts,6,891.95,617.11
OL000327,O000066,C0002,2025-08-17,P0076,Fasteners,10,3460.79,2808.04
OL000328,O000066,C0002,2025-08-17,P0065,Hydraulics,14,6901.27,5592.37
OL000329,O000066,C0002,2025-08-17,P0020,Hydraulics,7,2957.09,2190.16
OL000330,O000066,C0002,2025-08-17,P0045,Lubricants,21,2249.06,1959.08
OL000331,O000067,C0002,2023-10-10,P0044,Lubricants,7,4378.98,3709.56
OL000332,O000068,C0002,2024-06-30,P0071,Valves,36,14846.9,11693.26
OL000333,O000068,C0002,2024-06-30,P0021,Bearings,26,15217.7,12824.3
OL000334,O000068,C0002,2024-06-30,P0043,Hydraulics,28,10814.86,7922.13
OL000335,O000069,C0002,2024-03-27,P0076,Fasteners,37,5050.1,3563.37
OL000336,O000069,C0002,2024-03-27,P0055,Bearings,12,4331.09,3640.65
OL000337,O000069,C0002,2024-03-27,P0050,Pumps,8,2184.0,1545.12
OL000338,O000069,C0002,2024-03-27,P0001,Belts,34,29614.98,24204.89
OL000339,O000069,C0002,2024-03-27,P0028,Lubricants,25,14240.3,10859.64
OL000340,O000069,C0002,2024-03-27,P0027,PPE,23,8031.31,6332.11
